Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
2013,1892,Edwards Lifesciences,Health Care Equipment & Services,United States of America,1900,293,2222,9378
2013,1893,Luzerner Kantonalbank,Banking,Switzerland,748,195,30637,3229
2013,1894,Seiko Epson,Business Services & Supplies,Japan,10606,61,8956,1881
2013,1895,Hillshire Brands,"Food, Drink & Tobacco",United States of America,4088,714,2467,4152
2013,1896,Smithfield Foods,"Food, Drink & Tobacco",United States of America,13110,234,7621,3661
2013,1897,Tochigi Bank,Banking,Japan,620,-1,30363,447
2013,1898,Penske Automotive,Retailing,United States of America,13164,186,5379,3027
2013,1899,St Galler Kantonalbank,Banking,Switzerland,779,165,30194,2442
2013,1900,Yokohama Rubber,Consumer Durables,Japan,6453,376,6218,3348
2013,1901,Dragon Oil,Oil & Gas Operations,United Arab Emirates,1181,613,3841,4752
2013,1902,Eighteenth Bank,Banking,Japan,611,34,29926,467
2013,1903,Nippon Steel Trading,Diversified Metals & Mining,Japan,13137,83,4044,445
2013,1904,Range Resources,Oil & Gas Operations,United States of America,1458,13,6729,13353
2013,1905,Inner Mongolia Baotou Steel,Diversified Metals & Mining,China,6802,79,7898,6400
2013,1906,Aomori Bank,Banking,Japan,474,42,29758,657
2013,1907,Chipotle Mexican Grill,"Hotels, Restaurants & Leisure",United States of America,2731,278,1669,9972
2013,1908,Porto Seguro,Insurance,Brazil,6090,333,8781,4425
2013,1909,Lindt & Sprungli,"Food, Drink & Tobacco",Switzerland,2848,290,2865,9320
2013,1910,Symetra Financial,Health Care Equipment & Services,United States of America,2101,205,29461,1664
2013,1911,CareFusion,Insurance,United States of America,3626,319,8412,7637
2013,1912,NCC Group,Construction,Sweden,8804,291,5945,2851
2013,1913,TransDigm Group,Aerospace & Defense,United States of America,1778,334,5550,7859
2013,1914,WEG,Capital Goods,Brazil,3013,320,4316,8137
2013,1915,Shanghai Material Trading ,Trading Companies,China,12800,17,1453,335
2013,1916,Commerce Bancshares,Banking,United States of America,1082,269,22160,3599
2013,1917,Metcash,Food Markets,Australia,12779,94,4104,3859
2013,1918,Kesko,Food Markets,Finland,12778,169,5768,3202
2013,1919,Motor Oil,Oil & Gas Operations,Greece,12773,103,3388,1219
2013,1920,Fraport,Transportation,Germany,3140,306,12723,5232
2013,1921,BEKB-BCBE,Banking,Switzerland,725,140,28810,2498
2013,1922,Frontier Communications,Telecommunications Services,United States of America,5012,149,17734,4078
2013,1923,City National,Banking,United States of America,1244,208,28618,3152
2013,1924,Italmobiliare,Construction,Italy,6141,-348,13757,728
2013,1925,Fidea Holdings,Banking,Japan,553,51,28436,356
2013,1926,Dean Foods,"Food, Drink & Tobacco",United States of America,12524,168,5687,3421
2013,1927,Dick's Sporting Goods,Retailing,United States of America,5836,291,2888,5765
2013,1928,FIBI Holdings,Banking,Israel,1430,161,28240,517
2013,1929,Hokuetsu Bank,Banking,Japan,624,66,28090,622
2013,1930,Sika,Construction,Switzerland,5152,298,4660,6250
2013,1931,Alliant Energy,Utilities,United States of America,3094,336,10786,5413
2013,1932,K's Holdings,Retailing,Japan,8770,287,4026,1458
2013,1933,Sacyr Vallehermoso,Construction,Spain,4647,-1257,19744,936
2013,1934,Chiba Kogyo Bank,Banking,Japan,516,97,27822,517
2013,1935,Ehime Bank,Banking,Japan,487,48,27706,447
2013,1936,Lululemon Athletica,Consumer Durables,Canada,1370,271,1051,10019
2013,1937,Nippon Meat Packers,"Food, Drink & Tobacco",Japan,12295,141,6996,3281
2013,1938,Valiant Holding,Banking,Switzerland,687,139,27624,1425
2013,1939,Westlake Chemical,Chemicals,United States of America,3571,386,3412,6502
2013,1940,Severn Trent,Utilities,United Kingdom,2837,275,12327,5940
2013,1941,Aberdeen Asset Management,Diversified Financials,United Kingdom,1404,337,6549,7458
2013,1942,Hyundai Wia,Consumer Durables,South Korea,6236,372,4299,3951
2013,1943,SpareBank 1 SR-Bank,Banking,Norway,1234,244,25433,2388
2013,1944,Tongling Nonferrous Metals,Diversified Metals & Mining,China,12233,146,5947,3938
2013,1945,WPG Holdings,Consumer Durables,Taiwan,12209,152,4119,1850
2013,1946,Catlin Group,Insurance,Bermuda,3755,349,14041,2803
2013,1947,Assore,Diversified Metals & Mining,South Africa,1586,494,2135,5229
2013,1948,Expedia,Business Services & Supplies,United States of America,4030,280,7085,8966
2013,1949,Hikvision,Consumer Durables,China,831,235,1313,12300
2013,1950,Whiting Petroleum,Oil & Gas Operations,United States of America,2173,414,7272,6061
2013,1951,Finning International,Capital Goods,Canada,6651,339,5140,4337
2013,1952,MeadWestvaco,Materials,United States of America,5459,205,8908,6623
2013,1953,Kanematsu,Trading Companies,Japan,12157,74,4726,644
2013,1954,Makita,Consumer Durables,Japan,3572,393,4647,6359
2013,1955,Fukui Bank,Banking,Japan,547,87,27094,520
2013,1956,Ambac Financial Group,Insurance,United States of America,686,-257,27007,10
2013,1957,Sydbank,Banking,Denmark,1070,83,26984,1564
2013,1958,James Hardie Industries,Construction,Ireland,1196,584,1873,4681
2013,1959,TPV Technology,Technology Hardware & Equipment,Hong Kong,11975,112,6899,765
2013,1960,Telekom Malaysia,Telecommunications Services,Malaysia,3237,409,7270,6052
2013,1961,Erie Indemnity,Insurance,United States of America,5381,160,15441,4005
2013,1962,Vestas Wind Systems,Capital Goods,Denmark,9503,-1268,8995,1639
2013,1963,Yamagata Bank,Banking,Japan,527,49,26642,798
2013,1964,Nelnet,Diversified Financials,United States of America,998,178,26608,1573
2013,1965,Commercial International Bank,Banking,Egypt,1494,331,14752,2801
2013,1966,Hakuhodo DY Holdings,Media,Japan,11818,104,6216,3050
2013,1967,Tsukuba Bank,Banking,Japan,520,29,26515,381
2013,1968,Dillard's,Retailing,United States of America,6752,336,4049,3791
2013,1969,EQT,Oil & Gas Operations,United States of America,1642,183,8850,10042
2013,1970,Yachiyo Bank,Banking,Japan,534,73,26489,474
2013,1971,BIM Birlelik Magazalar ,Food Markets,Turkey,5504,184,1196,7456
2013,1972,Boardwalk Real Estate ,Real Estate,Canada,442,692,5700,3193
2013,1973,Aeroflot-Russian Airlines,Airline,Russia,4888,477,5209,1854
2013,1974,Fuji Electric,Capital Goods,Japan,8499,143,9582,2119
2013,1975,Omron,Consumer Durables,Japan,7483,198,6110,5548
2013,1976,Ford Otosan,Consumer Durables,Turkey,5476,378,2557,4516
2013,1977,Toyota Boshoku,Consumer Durables,Japan,11649,39,7078,2609
2013,1978,EFG International,Banking,Switzerland,1270,121,25776,2096
2013,1979,Miyazaki Bank,Banking,Japan,533,61,25723,507
2013,1980,Cliffs Natural Resources,Diversified Metals & Mining,United States of America,5873,-899,13575,3524
2013,1981,Kuwait Projects,Diversified Financials,Kuwait,1516,112,25534,1977
2013,1982,First Horizon National,Banking,United States of America,1470,-28,25520,2721
2013,1983,Cimarex Energy,Oil & Gas Operations,United States of America,1624,354,6305,6763
2013,1984,Reliance Infrastructure,Utilities,India,4663,312,12054,2043
2013,1985,Wing Hang Bank,Banking,Hong Kong,859,233,25459,3228
2013,1986,IMI,Capital Goods,United Kingdom,3475,366,2801,6553
2013,1987,Poly Property Group,Real Estate,Hong Kong,2668,339,13900,2181
2013,1988,Klabin,Materials,Brazil,2032,367,6885,6497
2013,1989,Alexander's,Real Estate,United States of America,191,674,1482,1697
2013,1990,Two Harbors Investment,Real Estate,United States of America,455,292,16814,4136
2013,1991,LG International,Trading Companies,South Korea,11363,197,4660,1431
2013,1992,Health Net,Health Care Equipment & Services,United States of America,11289,122,3934,2252
2013,1993,Bank of Saga,Banking,Japan,489,33,24966,402
2013,1994,Tractor Supply,Retailing,United States of America,4664,276,1707,7115
2013,1995,San-Ai Oil,Oil & Gas Operations,Japan,11220,58,2636,360
2013,1996,UOL Group,Real Estate,Singapore,919,661,7827,4170
2013,1997,Interconexion Electrica,Utilities,Colombia,2436,154,14585,5820
2013,1998,Old Republic International,Insurance,United States of America,4970,-69,16227,3254
2013,1999,Sulzer Group,Conglomerates,Switzerland,4390,335,4916,6134
